Campaign name,Ad set name,Ad name,Cost,Reach,Impressions,Link clicks,Post comments,Post reactions,Post Saves,Post shares,Three-second video views,Video watches at 100%,influ,funil,formato
_equity-nacional-trajetorias_Meta_Awareness_Social-Auction_Equity_NA_-alcance,LAMP6BMGBT_Facebook_Multiple_Mixed_Demo_AS-18a34-BR_SSNT_CPM_-equity-trajetorias,Video_Mixed_-equity-corte-1-POV-6s_0x0_meta-awareness,"4262,09",2472910,2597749,2208,1,237,1,3,79453,30725,0,awareness,video 6s
_regional_Meta_Consideration_Social-Auction_Equity_NA_-Trafego,LAMP31OWJF_Facebook_Video_Mixed_CDNA+LaL_-concorrentes_SSNT_CPC_-regional-consideracao,Video_Mixed_-regional-sweet-chilli_0x0_meta-consideracao-LaL-CDNA-concorrentes,"4248,41",323584,950268,4048,31,225,2,9,43144,6479,0,consideracao,video
Anitta_Equity_Awareness_Social_NA_N/A_SUSTENTAÇÃO-BR,PBFNSPT6X_Facebook_Video_Video_Demo_T053_AS_Auction_HERO,Video_Video_HERO-2_6s_-Anitta,"4237,96",3749886,6278850,9205,53,10814,71,49,416100,214991,1,awareness,video 6s
__-_I_CHEDDAR-E-BACON_A_BRAND_BL_-_-_BRAND_HERO_21_24.5_25.6,CHEDDAR-E-BACON_BRAND_FB-IG_BL_-_-_BRAND_HERO_CPM_TG_T011_STORIES_PO_PO,STORIES_HERO_16-30S_-_VID_CB_BRAND_FB-IG_BL_-_-_BRAND_HERO_CPM_TG_T011_STORIES_PO_PO,4233,2394587,7441316,2770,,,,95,309752,118825,0,awareness,video 30s
_-ucl_Meta_Awareness_Social-Auction__NA_-alcance,LAMP40NHTR_Facebook_Multiple_Stories_Interests_as-25-35-influs_SSNT_CPM_-ucl-awareness,Video_Stories_-ucl-ale-desafio-3_9x16_meta-awareness-snacks+futebol,"4228,76",2973101,2973101,1967,,,,17,79769,1938,1,awareness,video stories
_lance-perfeito_Meta_Consideration_Social-Auction__NA_meta-trafego,LAMPR0ZFTJ_Facebook_Multiple_Mixed_Behavioral_18+_AS_CPM_trafego-lance-perfeito-meta,Display_Image_lance-perfeito_1080x1080_meta-trafego-mecanica,"4220,52",105984,343299,2844,3,129,6,8,,,0,consideracao,display
FlavorSwap_NA_Awareness_Social-Auction_NA_N/A_-Alcance-Meta,PBFAMTR26SF_Facebook_Multiple_Mixed_Demo+Geo_AS13-24_SSNT_Reach_feed+stories,Display_Image_produto-cupom_0x0_NA,"4219,32",4071437,4478453,2300,5,1320,40,107,,,0,awareness,display
__-_P_PAC-MAN_A_POST_BL_-_-_POST_MECÂNICA_20_4.11_15.11,PAC-MAN_POST_FB-IG_BL_-_-_POST_MECÂNICA_CPV_TG_T013_VIDEO_PO_PO_AMPLO,VIDEO_MECÂNICA_11-15S_OTHERS_VID_PAC-MAN_POST_FB-IG_BL_-_-_POST_MECÂNICA_CPV_TG_T013_VIDEO_PO_PO_AMPLO,"4218,82",2015233,3281379,9009,462,17345,2475,749,379908,69118,0,awareness,video 15s
_lance-perfeito_Meta_Consideration_Social-Auction__NA_meta-trafego,LAMPR0ZFTJ_Facebook_Multiple_Mixed_Behavioral_18+_AS_CPM_trafego-lance-perfeito-meta,Video_Mixed_lance-perfeito_10s_meta-trafego-dinheiro,"4216,28",102466,221693,5988,3,185,4,9,89744,35414,0,consideracao,video 10s
NBA_NA_Awareness_Social-Auction_Innovation_N/A_Video-views-vinheta,PBF1S1RWG_Facebook_Video_Video_Retargeting_C001_AS_CPM_Vinheta,Video_Video_O-que-rolou-na-NBA_40s_-,"4215,91",326595,476838,4,,9,,5,181399,470,0,awareness,video
Lolla_Equity_Awareness_Social_NA_N/A_Durante-Sudeste-EVENTO-STORIES,PBFX8A51B_Facebook_Multiple_Banner_Interests_t02_AS_Brand-Awareness_SEXTA-2503,Video_Stories_DUDAREIS_9x16,"4209,62",2533380,2956599,,,,,39,96368,77592,0,awareness,video stories
Nordeste_Embalagem_Awareness_Social-Auction_Equity_NA_-Nordeste,PBFW1IJCA_Facebook_Video_Video_Interests_T039_SSNT_CPM_Stories,Video_Video_Pilares-Cultura_10s_-Embalagem,"4207,23",1548558,2418032,1718,2,638,,21,69026,14679,0,awareness,video 10s
__-_P_-_A_WSC_BL_-_-_WSC_CONSIDERACAO_21_10.12_31.12__CONSIDERATION_-,-_WSC_FB-IG_BL_-_-_WSC_CONSIDERACAO_CPM_LAL_L004_MULTIPLE_PO_PO,MULTIPLE_TORCIDA_7-10S_QUAD-VERT_VID_-_WSC_FB-IG_BL_-_-_WSC_CONSIDERACAO_CPM_LAL_L004_MULTIPLE_PO_PO,"4206,83",173349,213975,18985,5,27,,1,73095,58723,0,consideracao,video 10s
__-_E-M_-AON_A_BRAND_-_-_-_BRAND_AON-ABRIL_21_12.4_16.4,-AON_BRAND_FB-IG_-_-_-_BRAND_LANCHE-FRANGO-EMPANADO_CPM_TG_T010_STORIES_PO_PO_AMPLO,STORIES_FRANGO-EMPANADO_-_0X0_CAR_-AON_BRAND_FB-IG_-_-_-_BRAND_LANCHE-FRANGO-EMPANADO_CPM_TG_T010_STORIES_PO_PO_AMPLO,"4193,3",410855,495854,521,,,,,,,0,awareness,stories
-40-anos__Conversion_Social_NA_N/A_-,PBF02I7O1_Facebook_Multiple_Mixed_Retargeting_C013_AS_Auction_-,Video_Video_Cadastre-mais-codigos_4x5_-,"4192,86",105344,339636,1035,23,505,22,15,23515,8190,0,conversao,video
__-_E-M_PACOTE-VIAGEM_A_VID_BL_-_-_VID_LANÇAMENTO-15S_20_9.11_23.11,PACOTE-VIAGEM_VID_FB-IG_BL_-_-_VID_HERO-15S-2_CPM_TG_T003_VIDEO_PO_PO_AMPLO,VIDEO_HERO-15S-2_11-15S_QUAD-VERT_VID_PACOTE-VIAGEM_VID_FB-IG_BL_-_-_VID_HERO-15S-2_CPM_TG_T003_VIDEO_PO_PO_AMPLO,"4188,06",243709,279210,539,1,62,17,15,165117,144376,0,awareness,video 15s
__-_P_-PIX_A_CONV_BL_-_-_CONV_KVS-CONV-SITE_21_21.7_12.9__CONVERSION,-PIX_CONV_FB-IG_BL_-_-_CONV_RMKT-SEM-CADASTRO_CPC_TG_[RMKT]-INICIOU-MAS-NÃO-CADASTROU-PIX_MULTIPLE_PO_PO,MULTIPLE_KV-FINALIZE-SEU-CADASTRO_7-10S_OTHERS_VID_-PIX_CONV_FB-IG_BL_-_-_CONV_RMKT-SEM-CADASTRO_CPC_TG_[RMKT]-INICIOU-MAS-NÃO-CADASTROU-PIX_MULTIPLE_PO_PO,4182,90643,388710,5017,192,970,44,61,38775,12694,0,conversao,video 10s
Nordeste_Sao-Joao_Awareness_Social-Auction_Equity_N/A_Bahia,PBFJ9IGO9_Facebook_Display_Image_Interests_T034-Bahia_AS_CPM_KV-Regional,Display_Image_KV-Bahia_1x1_-Nordeste,"4167,93",1046156,3456051,39,6,199,4,14,,,0,awareness,display
__-_P_LIGA-DOS-SABORES_A_VID_BL_-_-_VID_FINAL_21_20.5_31.5_SUSTENTACAO,LIGA-DOS-SABORES_BRAND_FB-IG_BL_-_-_BRAND_APRESENTACAO-SABORES_CPM_TG_T0002_MULTIPLE_PO_PO,VIDEO_MAU-FINAL-30S_16-30S_1X1_VID_LIGA-DOS-SABORES_VID_FB-IG_BL_-_-_VID_APRESENTACAO-SABORES_CPM_TG_T0002_MULTIPLE_PO_PO,"4167,82",476414,1045491,1310,3,258,12,3,198236,25564,0,consideracao,video 30s
Cade-Minha-Heranca_NA_Conversion_Social-Auction__N/A_Conversão,PBFTR9OMT_Facebook_Multiple_Mixed_Interests__SSNT_CPM_Brasil,Display_Carousel_OP2_4x5_0s,"4165,22",75250,208412,731,13,385,49,42,,,0,conversao,display
LAB_BR___-Portfolio_classico-se-ganha-suando_Meta_Consideration_Social-Auction_Equity_NA_-trafego-minidocs,LABLLQWYUZ_Facebook_Multiple_Mixed_Retargeting_AS-18a55-BR_SSNT_Consideration_-classico-se-ganha-suando,Video_Mixed_-classico-minidoc-2_0x0_meta-trafego,"4158,82",150039,610613,2918,2,143,1,3,59858,4095,0,consideracao,video
__Consideration_Social_NA_N/A_-,PBFWBG6ZC_Facebook_Multiple_Banner_Audiencia_T038_SSNT_Auction_-,Video_Video__7s,"4153,61",0,795742,42620,3,44,1,1,239654,186004,0,consideracao,video 7s
_games_Meta_Awareness_Social-Auction_Equity_NA_-awareness,PBFLAMP158NUQ_Facebook_Video_Video_Interests_Influs-Shopper-NET-30-50_SSNT_Reach_CPM_games-awareness,Video_Video_shopper-influ-morimoura_0x0_games-awareness,"4149,99",1667322,2047629,1676,11,1585,106,342,381792,5579,1,awareness,video
Inverno_Equity_Consideration_Social_NA_N/A_Influenciadores,PBFV2HJ53_Facebook_Video_Reels_Interests_T026_AS_Engagement_Influs-1,Video_Reels_Foganoli_9x16_-Influs,"4146,08",1716990,4057781,2,427,225622,,4256,1507783,403620,1,consideracao,video reels
Inverno_Equity_Consideration_Social_NA_N/A_Influenciadores,PBFJQUETH_Facebook_Video_Reels_Interests_T026_AS_CPE_Influs-2,Video_Reels_Jess-Bonfioli_9x16_-Influs,"4131,31",1272984,2606494,,188,103558,1,1778,633763,248410,1,consideracao,video reels
Nordeste_Sustentacao_Awareness_Social-Auction_Equity_N/A_Bahia,PBF6YWTYY_Facebook_Video_In-Feed_Interests_T038_SSNT_CPM_Bahia,Video_In-Feed_Bananada_7s_-Nordeste,"4114,07",758144,1699724,57,11,669,27,7,109306,47506,0,awareness,video 7s
-UEFA__Conversion_Social_NA_N/A_LEAD,PBFGBXLUS_Facebook_Multiple_In-Feed_Audiencia_BASE-PixelLead_AS_Clicks_LEAD,Display_Banner_Urgencia_1x1,"4113,14",32520,237365,579,27,308,8,8,,,0,conversao,display
Rusticas_Facebook_Consideration_Social-Auction_Equity_NA_Video-View,PBFQBG35G_Facebook_Video_Video_Interests_-Rusticas_SSNT_CPM_RMKT-Video-View,Multiple_Mixed_Traceability_12s_View,"4104,78",968678,1543554,1693,7,1037,28,32,788613,130091,0,consideracao,video 12s
PLP_NA_Awareness_Social-Auction__N/A_Blasts,PBFO02PZA_Facebook_Multiple_Mixed_Interests_T025_SSNT_CPM_BLAST-2,Display_Carousel_Carrossel_1s_4x5,"4100,74",2309483,2309483,120,2,70,13,6,,,0,awareness,display
PIZZA_ROCKINRIO_Awareness_Social-Auction_Innovation_N/A_COBERTURA,PBFCLJAXI_Facebook_Video_Stories_Interests_T020_SSNT_CPM_1109,Video_Video_PARALAX_15s_-,"4099,38",1401861,1497329,12,,102,,24,46960,32689,0,awareness,video 15s
__-_P_-PIX_A_VID_BL_-_-_VID_HERO/KV-TESTE1_21_15.7_21.8__CONSIDERATION,-PIX_VID_FB-IG_BL_-_-_VID_HERO/KV-TESTE1_CPM_TG_T026.2_MULTIPLE_PO_PO,VIDEO_HERO-30S_16-30S_OTHERS_VPL_-PIX_VID_FB-IG_BL_-_-_VID_HERO/KV-TESTE1_CPM_TG_T026.2_MULTIPLE_PO_PO,"4098,13",868044,1272629,4959,3,178,11,18,333167,5853,0,consideracao,video 30s
__-_P_LIGA-DOS-SABORES_A_WSC_BL_-_-_WSC_QUARTAS-DE-FINAL_21_9.4_14.5_SUSTENTACAO,LIGA-DOS-SABORES_WSC_FB-IG_BL_-_-_WSC_QUARTAS-DE-FINAL_CPC_TG_T0001_MULTIPLE_PO_PO_AMPLO,VIDEO_MAU-QUARTAS-60S_31-60S_4:5_VID_LIGA-DOS-SABORES_WSC_FB-IG_BL_-_-_WSC_QUARTAS-DE-FINAL_CPC_TG_T0001_MULTIPLE_PO_PO_AMPLO,"4093,94",259280,314913,20012,2,67,4,3,123591,926,0,consideracao,video 60s
__-_P_LIGA-DOS-SABORES_A_CONV_BL_-_-_CONV_CONVERSAO_21_1.4_31.5_CONVERSAO,LIGA-DOS-SABORES_CONV_FB-IG_BL_-_-_CONV_APRESENTACAO-SABORES_CPM_TG_T0002_MULTIPLE_PO_PO_AMPLO,PHOTOAD_MECANICA-_-_4:5_PPL_LIGA-DOS-SABORES_CONV_FB-IG_BL_-_-_CONV_APRESENTACAO-SABORES_CPM_TG_T0002_MULTIPLE_PO_PO_AMPLO,"4091,16",192353,314339,809,50,1141,64,65,2682,687,0,conversao,estático
__-_E-M_FLAMIN-HOT_A_BRAND_BL_-_-_BRAND_SUSTENTACAO_20_28.12_31.12,FLAMIN-HOT_BRAND_FB-IG_BL_-_-_BRAND_KVTODOS_CPV_TG_T019_GIF_PO_NF_AMPLO,GIF_KV_-_QUAD-VERT_VID_FLAMIN-HOT_BRAND_FB-IG_BL_-_-_BRAND_KV_CPV_TG_T019_GIF_PO_NF_AMPLO,"4088,83",1707267,1846829,2,28,2445,80,54,127474,30439,0,consideracao,gif
__-_E-M_UEFA_A_VID_BL_-_-_VID_UEFA_21_24.3_31.3_AWARENESS_JUNINHO-FALA,UEFA_VID_FB-IG_BL_-_-_VID_UEFA_CPM_TG_T0001_VIDEO_PO_PO_AMPLO,VIDEO_FALA-AI-MESSI_11-15S_-_VID_UEFA_VID_FB-IG_BL_-_-_VID_UEFA_CPM_TG_T0001_VIDEO_PO_PO_AMPLO,"4088,08",205828,267435,1429,1,9,,1,192025,33975,1,awareness,video 15s
_-videoview_Meta_Awareness_Social-Auction_Equity_NA_-videoview,LAMPNPNI8R_Facebook_Video_Video_Interests_AS-18-35_SSNT_CPV_-videoview,Video_Video_namora-comigo-parceria_15s_0x0-meta-videoview,"4082,78",191699,511413,,2,207,1,2,458550,424666,0,awareness,video 15s
__-_E-M_-TIKTOK_A_BRAND_BL_-_-_BRAND_AWARENESS_21_5.11_24.11_BRANDING_AWARENESS_BRASIL_BLAST,-TIKTOK_BRAND_FB-IG_BL_-_-_BRAND_AWARENESS_CPM_TG_T101_PHOTOAD_PO_PO,GIF_CHEGOU--TIKTOK_-_QUAD-VERT_GIF_-TIKTOK_BRAND_FB-IG_BL_-_-_BRAND_AWARENESS_CPM_TG_T101_GIF_PO_PO,"4068,1",1308594,1724125,4,43,1507,30,27,86539,12564,0,awareness,gif
Equity_Equity_Awareness_Social_NA_N/A_Video-Core,PBFAJJKNC_Facebook_Video_Video_Interests_T011_AS_Auction_feed,Video_Video_Hero_25s_Hero,"4062,31",1645313,2638281,10434,5,3467,54,7,442886,23021,0,awareness,video
AON_NA_Awareness_Social-Auction_Equity_N/A_Influenciadores,PBFRPNN26_Facebook_Video_IG-Reel_Interests_T042_SSNT_CPM_Influs,Video_Video_Dani-Choma_40s_-AON-Influs,"4051,21",568063,2045044,1186,12,3913,,19,606094,15891,1,awareness,video
__-_P_APOIA-FUTURO_A_CONV_BL_-_-_CONV_CONVERSÃO_21_1.4_31.5,APOIA-FUTURO_CONV_FB-IG_BL_-_-_CONV_CARROSSEIS_CPM_LAL_L001_CAROUSEL_PO_PO_AMPLO,CAROUSEL_CONSIDERAÇÃO-1_16-30S_QUAD-VERT_CAR_APOIA-FUTURO_CONV_FB-IG_BL_-_-_CONV_CARROSSEIS_CPM_LAL_L001_CAROUSEL_PO_PO_AMPLO,"4049,89",345339,481761,7110,61,2451,405,410,,,0,conversao,video 30s
_-lancamento_Meta_Awareness_Social-Auction_Equity_NA_-awareness,LAMP10DAH9_Facebook_Video_Video_LAL-CDNA_AS-18-35_SSNT_CPM_-awareness,Video_Video_namora-comigo-parceria_15s_15s-meta-awareness,"4046,01",2090413,2375388,53,6,740,18,19,137161,21381,0,awareness,video 15s
_Farm-2-Pack-CDNA_Meta_Awareness_Social-Auction_Equity_NA_-videoviews,LAMP4ICKED_Facebook_Multiple_Mixed_CDNA_Buyers-AS-25-35_SSNT_CPV_-f2p,Video_Video_-f2p-hero-30s_9x16_meta-videoviews-CDNA-buyers,"4044,72",23711,326703,342,12,393,10,43,41672,6569,0,awareness,video 30s
__-_P_LIGA-DOS-SABORES_A_BRAND_BL_-_-_BRAND_APRESENTACAO-SABORES_21_1.4_13.4_AWARENESS,LIGA-DOS-SABORES_BRAND_FB-IG_BL_-_-_BRAND_APRESENTACAO-SABORES_CPM_TG_T0002_STORIES_PO_PO_AMPLO,STORIES_MECANICA-_11-15S_16:9_GIF_LIGA-DOS-SABORES_BRAND_FB-IG_BL_-_-_BRAND_APRESENTACAO-SABORES_CPM_TG_T0002_MULTIPLE_PO_PO_AMPLO,"4037,16",1740781,3403201,1304,,,,19,95111,27287,0,awareness,video 15s
__-_P_-PIX_A_REACH_BL_-_-_BRAND_HERO/KV_21_12.8_16.8__AWARENESS_-,-PIX_REACH_FB-IG_BL_-_-_BRAND_HERO/KV_CPM_TG_T023_MULTIPLE_PO_PO,VIDEO_MINIAULA_03_11-15S_OTHERS_VPL_-PIX_REACH_FB-IG_BL_-_-_BRAND_HERO/KV_CPM_TG_T023_MULTIPLE_PO_PO,"4035,07",2285916,2285916,1825,5,148,7,4,144607,13165,0,awareness,video 15s
_L-_P_VAI-E-VOLTA_A_CONV_BL_-_-_CONV_CONVERSAO_21_5.1_11.1__CONVERSION_-,VAI-E-VOLTA_CONV_FB-IG_BL_-_-_CONV_CONVERSAO_CPM_CA_C010_PHOTOAD_PO_PO,CAROUSEL_MECANICA-FOCO-NOTA_-_QUAD-VERT_CAR_VAI-E-VOLTA_CONV_FB-IG_BL_-_-_CONV_CONVERSAO_CPM_CA_C010_CAROUSEL_PO_PO,"4032,63",110896,287326,580,10,204,34,50,,,0,conversao,carrosel
Global_t11_Awareness_Social-Auction_Equity_N/A_JOGOUEFA,PBF61I1VE_Facebook_Multiple_Banner_Interests_t11_AS_CPM_post01,Video_Video_REELS-UEFA2805_16x9_15s,"4014,41",346623,352358,,11,7256,,59,120974,30674,0,awareness,video 15s
Nordeste_Sustentacao_Awareness_Social-Auction_Equity_N/A_Ceara,PBFFWJO3B_Facebook_Video_IG-Reel_Interests_T038_SSNT_CPM_Dani-Ceara,Video_IG-Reel_Dani-Choma_28s_-Nordeste,"4008,22",236288,546013,,18,2607,3,71,123767,13777,0,awareness,video reels
Equity_Equity_Awareness_Social_NA_N/A_-,PBFSCGPF4_Facebook_Multiple_Mixed_Interests_T021_AS_Auction_TEASER,Video_GIF_Teaser_4x5_-,"4000,06",3215882,3261899,14,5,1318,24,8,235616,235260,0,awareness,gif
__-_E-M_VACA-ALWAYS-ON_A_VID_-_-_-_VID_SEMANA-DO-NATAL_20_18.12_25.12,VACA-ALWAYS-ON_VID_IG_-_-_-_VID_NATAL-VACA_CPI_TG_T004_STORIES_IG_ST_AMPLO,STORIES_natal-vaca_11-15S_QUAD-VERT_VID_VACA-ALWAYS-ON_VID_IG_-_-_-_VID_NATAL-VACA_CPI_TG_T004_STORIES_IG_ST_AMPLO,4000,850945,1009605,,,,,27,36979,11086,0,awareness,video 15s
__-_I_CACAUZERA-E-CHOCOBRANCO_A_REACH_BL_-_-_REACH_PRODUTO_21_9.6_13.6,CACAUZERA-E-CHOCOBRANCO_REACH_IG_BL_-_-_REACH_PACK_CPM_TG_T013_MULTIPLE_IG_PO,PHOTOAD_PACK-CHOCO-CACAU_-_QUAD-VERT_PPL_CACAUZERA-E-CHOCOBRANCO_REACH_IG_BL_-_-_REACH_PRODUTO_CPM_TG_T013_MULTIPLE_IG_PO,4000,2522124,2522391,9,89,2314,82,82,139355,9413,0,awareness,estático
__-_I_-CARAMELO_A_POST_-_-_-_POST_FEVEREIRO_21_11.2_13.2,-CARAMELO_POST_IG_-_-_-_POST_MESTRE-DA-LARICA_CPM_TG_T010_PHOTOAD_IG_NF_AMPLO,PHOTOAD_MESTRE-DA-LARICA_-_QUAD-VERT_PPP_-CARAMELO_POST_IG_-_-_-_POST_MESTRE-DA-LARICA_CPM_TG_T010_PHOTOAD_IG_NF_AMPLO,4000,393578,738624,,129,40264,2095,403,,,0,awareness,estático
Equity_Equity_Awareness_Social_NA_N/A_-,PBFXV7RMZ_Facebook_Multiple_Mixed_Interests_T011_AS_Auction_TEASER,Video_GIF_Teaser_4x5_-,"3999,94",3733518,3868341,4,25,17891,167,16,387713,388802,0,awareness,gif
__-_P_O-VERAO-MAIS-HOT_A_CONV_BL_-_-_CONV_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_CONV_FB-IG_BL_-_-_CONV_CARROSSEL-S_CPV_CA_T030_VIDEO_FB-IG_PO_AMPLO,CAROUSEL_CARROSEL-S_-_QUAD-VERT_CAR_O-VERAO-MAIS-HOT_CONV_FB-IG_BL_-_-_CONV_CADASTRE_CPM_CA_T030_CAROUSEL_FB-IG_PO_AMPLO,"3990,87",921070,1343958,1977,49,1905,223,88,,,0,conversao,carrosel
-UEFA__Conversion_Social_NA_N/A_FB-RMKT,PBFS3VIR8_Facebook_Display_In-Feed_Audiencia_VIEWS_AS_Traffic_VIEWS,Display_Carousel_MAIS-CODIGOS_1x1,"3990,34",471414,993701,835,4,309,15,29,,,0,conversao,display
_lance-perfeito_Meta_Consideration_Social-Auction__NA_meta-trafego,LAMPR0ZFTJ_Facebook_Multiple_Mixed_Behavioral_18+_AS_CPM_trafego-lance-perfeito-meta,Display_Image_lance-perfeito_1080x1080_meta-trafego-dinheiro,"3974,42",207483,437810,4571,7,285,15,16,,,0,consideracao,display
_-ucl-best-of_Meta_Awareness_Social-Auction__NA_-alcance,LAMPU6BV29_Facebook_Video_Video_Retargeting_as-18-35_SSNT_CPM_-ucl-awareness-best-of,Video_Video_-ucl-best-of_9x16_meta-best-of-ale,"3947,51",1206875,1206875,923,,847,,3,112922,281,0,awareness,video
__-_E-M_NBA_A_BRAND_BL_-_-_BRAND_LANÇAMENTO_21_15.1_31.1__AWARENESS_-,NBA_BRAND_FB-IG_BL_-_-_BRAND_LANCAMENTO_CPM_TG_T011_PHOTOAD_PO_PO,PHOTOAD_TORCIDA-CROCANTE_-_QUAD-VERT_PPP_NBA_BRAND_FB-IG_BL_-_-_BRAND_LANCAMENTO_CPM_TG_T011_PHOTOAD_PO_PO,"3943,8",2486715,3618252,16,56,3267,53,10,,,0,awareness,estático
AON_Views_Awareness_Social-Auction_Equity_N/A_Receitas,PBFESX0U1_Facebook_Video_Video_Interests_T041_SSNT_CPV_Receitas-Completas,Video_Video_Cookie_30s_-AON-Tastemade,"3938,91",1692677,8927700,8595,19,3055,13,807,903374,4748,0,awareness,video 30s
__-_P_-PIX_A_WSC_BL_-_-_WSC_CONSIDERAÇÃONEGATIVADO_21_20.8_31.8__CONSIDERATION_-,-PIX_WSC_FB-IG_BL_-_-_WSC_KVS_CPC_TG_T024_MULTIPLE_PO_PO,PHOTOAD_KV-CADASTRO-2_-_OTHERS_PPP_-PIX_WSC_FB-IG_BL_-_-_WSC_KVS_CPC_TG_T024_MULTIPLE_PO_PO,"3937,11",3508092,5163784,1788,,64,3,15,,,0,consideracao,estático
