Cost,Impressions,Link clicks,Comments,Reactions,Saves,Shares,Three-second video views,Video watches at 100%,influ,funnel,format,channel
58592.04,34380366,110418,,24,,4,32212509,426230,0,consideracao,video 30s,twitter
58449.23,15499977,61318,,24602,330,4229,,,0,awareness,display,meta
58189.26,42245510,80608,,33320,1707,1655,2554089,529942,0,awareness,video,meta
57938.33,11513180,67228,,10420,1316,1381,688845,357140,0,conversao,video 6s,meta
57903.89,13373893,47277,,,,,18175,16989,0,awareness,bumper,youtube
57665.19,53544429,19945,,8035,10,1273,1276851,320801,1,awareness,stories,meta
57609.72,4320924,113646,,8477,100,199,356271,53757,1,consideracao,video 18s,meta
57536.43,8290390,20071,,8195,146,166,1636364,1074973,0,consideracao,video,meta
57453.19,14995798,5998,,,,,178522,169060,0,awareness,video,youtube
57426.62,3713661,78847,,705,15,18,2055855,1537480,0,awareness,estatico,meta
57245.85,27714323,77344,,3613,58,103,1289325,236428,0,awareness,display,meta
57227.43,21184973,106792,0,35176,,246,2609025,73398,1,awareness,video,tiktok
57064.77,6690816,16041,,11516,295,211,,,0,awareness,display,meta
57031.43,78456952,36913,,46290,739,538,3139637,568569,0,awareness,video 15s,meta
56988.02,9662055,21812,,,,,4660410,2248182,0,consideracao,video 15s,youtube
56833.23,26016105,133629,272,16356,,111,1699719,125682,0,awareness,video 15s,tiktok
56818.69,35163745,43258,,15703,250,397,2248844,425642,1,awareness,stories,meta
56673.45,9298197,151010,,11037,383,481,,,0,conversao,estatico,meta
56500,14282383,16989,903,85877,893,475,1308961,118046,0,awareness,video 15s,meta
56488,22691283,50590,,3899,162,62,1060746,139700,0,awareness,video,meta
56381.53,2984139,10373,,1356,,25,289126,1671,1,awareness,video 30s,meta
56308.8,6080197,9499,,,,,2724596,1212173,0,consideracao,video 15s,youtube
56222.36,8098199,12472,,,,,4102801,1893853,0,awareness,video 10s,youtube
56000.86,6716129,13980,,,,,2868197,441129,0,consideracao,video,youtube
55967.03,42064521,45356,,5011,80,52,1439930,130449,0,awareness,video 20s,meta
55935.37,21238802,28474,,7710,384,211,,,0,awareness,display,meta
55831.4,9954969,37052,,,,,1474476,210850,0,awareness,video 30s,youtube
55492.2,3214737,21780,1391,10,,16,,,1,consideracao,display,twitter
55487.03,3699144,12014,67,5656,,28,348409,25950,0,awareness,video,tiktok
55470.72,3698040,11428,59,4921,,30,280004,22925,0,awareness,video,tiktok
55394.82,43475314,33789,,3129,71,26,1461436,397142,0,awareness,video 6s,meta
55264.61,5906655,34963,,3191,151,197,314512,70609,0,conversao,gif,meta
55215.59,2061306,29813,,,,,1765764,1618153,0,awareness,video,meta
55155.7,21350343,45758,,7358,242,345,1064618,128533,0,awareness,video 15s,tiktok
55151.62,10820232,15786,,,,,0,0,0,consideracao,bumper,youtube
55000.11,41127763,47360,,2866,160,69,,,0,awareness,display,meta
54851.65,40827775,15174,,4094,117,314,1355918,232767,0,awareness,video 15s,meta
54839.93,12842752,4867,,,292,,5594384,1725679,0,awareness,video 6s,pinterest
54731.79,31799548,50794,,2397,57,76,1376222,556671,0,awareness,video 6s,meta
54714.38,24293728,32421,,6527,334,99,1533968,38410,0,awareness,video 15s,meta
54534.72,43460060,47039,,9164,74,86,1492852,374716,0,awareness,video,meta
54480.8,9432745,31751,,9183,674,587,43271,13765,0,conversao,display,meta
54350.44,14275759,76075,422,38258,,273,3441861,70647,1,conversao,video 60s,tiktok
53900.72,16435157,37184,4879,72,,29,,,0,awareness,display,twitter
53726.79,24875015,50359,,13199,374,297,999903,170218,0,awareness,video 15s,meta
53430.86,21372532,65556,,5338,294,374,,,0,conversao,display,meta
53367.74,2353838,53340,,3,,,1924875,1752669,0,awareness,video 15s,meta
53331.32,11257415,16077,,,,,0,0,0,consideracao,bumper,youtube
53255.21,27162421,8165,,3427,,31,748508,94832,0,awareness,video,meta
53156.3,21241245,33944,,3938,36,48,932018,357204,0,awareness,video 6s,meta
53004.13,7398460,603634,,,,,0,0,0,consideracao,display,youtube
52995.26,19292150,42017,89,10196,,170,1169777,230346,0,awareness,video 6s,tiktok
52738.57,12089965,79471,,46810,1218,1788,3822528,2720534,0,awareness,bumper,meta
52622.11,14459773,9253,,2294,82,37,659697,155861,0,awareness,video 10s,meta
52599.99,10540043,130749,,14209,1553,759,1836902,1252420,0,conversao,gif,meta
52499.86,35031632,48919,,4870,150,95,1177214,217154,0,awareness,video 10s,meta
52425.36,16192258,8317,,30573,12,2054,1845379,392135,1,awareness,video 20s,meta
52412.81,42549321,27108,,5742,173,224,,,0,awareness,estatico,meta
52386.7,8862310,8063,163,33199,5,499,1357453,96881,1,awareness,video 30s,meta
52247.27,23438218,34350,,2602,157,118,1183979,30038,0,awareness,video 30s,meta
52246.44,43807247,52347,,8694,57,101,1762508,297501,1,awareness,video 15s,meta
52064.75,6147649,21337,1100,7,,,5340119,1105436,0,awareness,display,twitter
52060.84,4914636,42852,,3430,140,172,1821386,1502155,0,awareness,video 15s,meta
51922.05,2405041,44914,,5798,40,447,222671,,0,consideracao,video,meta
51748.21,11881046,27140,,30902,338,1042,1737400,877596,0,consideracao,video 15s,meta
51709.26,45012967,52479,,8031,,952,1652305,44065,1,awareness,video,meta
51635.95,8464225,94997,,18678,498,451,2739133,1692457,0,awareness,video 15s,meta
51559.08,23236329,66636,2449,38674,942,6048,,,0,awareness,display,meta
51536.79,14800129,92773,,10854,1209,907,,,0,conversao,display,meta
51526.18,33577783,21695,273,21288,,124,2781483,469417,0,awareness,video 6s,tiktok
51516.52,10408661,34095,,2283,16,108,479996,196243,0,awareness,video 6s,meta
51329.6,9364430,9729,,,,,4403290,2036081,0,awareness,video 15s,youtube
51320.2,11145540,9092,,34755,9,1820,1371847,81940,1,awareness,video 20s,meta
51294.2,10863853,46459,,22,,8,10755686,994302,0,awareness,texto,twitter
51272.47,17075441,36930,,6783,239,556,1068204,543708,0,awareness,video 6s,meta
51243.31,7335006,13313,,,,,3309939,1478881,0,consideracao,video 15s,youtube
51147.18,33299714,13066,,3656,96,788,974342,436997,0,awareness,video 6s,meta
51138.91,10487738,6443,,,,,0,0,0,awareness,video 6s,youtube
51079.91,19515679,74609,358,73896,,344,6882317,97134,1,awareness,video,tiktok
51034.54,9754289,52396,355,21895,,248,1545090,165712,0,awareness,video 15s,tiktok
51027.49,31351634,48307,,6757,296,308,980276,409452,0,awareness,video 6s,meta
50972.61,9888405,8172,,,,,0,0,0,awareness,video 6s,youtube
50932.65,6425730,67259,14240,210,,49,,,1,awareness,texto,twitter
50721.85,18916657,66046,362,16305,,258,1296228,355081,0,awareness,video 6s,tiktok
50708.42,18712863,77524,0,21116,,156,2175055,76531,1,awareness,video,tiktok
50658.46,19375024,66490,298,20514,,193,2263081,190359,0,awareness,video,tiktok
50617.26,7226586,25096,,1912,176,153,,,0,conversao,display,meta
50491.4,17042513,24374,,2130,120,113,,,0,awareness,display,meta
50468.84,12424705,37197,,3348,106,233,,,0,consideracao,display,meta
50413.57,14873723,26590,,,,,1448183,149184,0,awareness,video 15s,kwai
50264.29,20654595,46031,,1967,13,302,663531,283331,0,consideracao,video 6s,meta
50220.73,12711378,13339,,66158,40,1154,4300496,1798985,0,awareness,video 15s,meta
50190.62,23521652,74126,2092,20,,26,19460824,1864782,0,awareness,texto,twitter
50180.99,6761166,38087,,4233,59,103,104812,37121,0,awareness,video 15s,meta
50147.75,15581703,159022,143,22125,,174,1611047,86873,1,consideracao,video 30s,tiktok
49999.98,4395381,759,,26,2,8,2450178,2220184,0,awareness,video 15s,meta
49999.39,3783299,49243,,214,,8,316189,75828,0,awareness,video,meta
49994.71,10471735,14657,,,,,2272634,478707,0,awareness,video,youtube
49990.97,8023819,76099,,1120,26,23,456670,96539,0,consideracao,video 15s,meta
49985.79,23937541,58475,,2516,37,111,877001,205419,0,awareness,video 10s,meta
49931.8,11725798,6695,,,,,6055825,3119355,0,awareness,video 15s,youtube
49927.74,18479886,15889,307,15274,,308,1467975,69439,0,awareness,video 30s,tiktok
49856.86,4934532,16545,,,,,1873955,711916,0,consideracao,video,youtube
49838.4,20706099,20230,,5352,128,103,970414,246427,0,awareness,video,meta
49704.53,25790953,400755,,,,,809475,261299,0,consideracao,video 15s,youtube
49686.65,5415896,4197,,,,,952284,164745,0,awareness,video 30s,youtube
49667.49,18486150,67110,545,17934,,324,1234109,343337,0,awareness,video 6s,tiktok
49612.09,15232911,303974,1429,267261,,226,7282219,149319,1,awareness,video,tiktok
49588.77,10315911,92573,259,45276,,435,1247958,78245,1,awareness,video,tiktok
49470.21,10283447,84050,324,39378,,167,1418574,65817,1,awareness,video,tiktok
49394.66,10525181,15382,,,,,30099,28733,0,awareness,bumper,youtube
49382.33,6038092,24425,,,,,1022519,168818,0,consideracao,video 15s,youtube
49350.6,8792975,54426,253,25705,,105,1299037,149163,0,awareness,video 15s,tiktok
49219.34,27926562,71779,0,0,,0,4436899,4256722,0,conversao,video 60s,tiktok
49148.4,52735333,60854,,10226,228,795,2164792,461871,0,awareness,video 30s,meta
49056.2,18202261,62098,190,15587,,135,1521018,386806,0,awareness,video 6s,tiktok
49000,21181960,62815,,15337,482,190,1209527,68502,0,awareness,video 30s,meta
49000,19129641,58400,,13147,345,138,806062,40649,0,awareness,video 30s,meta
49000,13109990,61712,,30771,384,159,892846,173782,1,awareness,video 15s,meta
48996.39,23287118,55847,,23681,272,170,1022295,51592,0,awareness,video 30s,meta
48993.44,14020617,36500,,12055,353,1133,1062170,451332,0,awareness,video,meta
48993.1,17865035,60490,,11508,171,126,852011,42468,0,awareness,video 30s,meta
48979.72,38089805,165451,269,34237,,763,4282419,218434,0,awareness,video,tiktok
48678.59,8959542,7667,,64906,518,23,1113913,42399,0,awareness,video 10s,meta
48640.02,2014795,13131,1942,36,,6,1667456,33326,0,awareness,video 30s,twitter
48617.27,19544002,25823,,4269,62,174,855097,115652,0,awareness,video 15s,meta
48518.37,2473392,31650,,11081,850,1083,252151,126094,0,conversao,video 6s,meta
48507.28,27492809,49718,,3436,284,148,578472,253138,0,awareness,gif,meta
48485.89,14881145,16356,,,,48,378159,85112,0,awareness,stories,meta
48334.56,29794850,20813,130,29697,409,181,3989919,2877372,0,awareness,video 6s,meta
48294.81,2288221,12075,,256,,4,306437,42951,1,awareness,video 40s,meta
48270.06,4813454,6063,,,,,2108196,911795,0,awareness,video 15s,youtube
48113.63,2827398,11280,,,,,2651296,2505475,0,awareness,video 6s,youtube
48077.13,20510853,40973,,3187,268,151,982121,456771,0,awareness,video 6s,meta
48065.02,5724372,19197,,,,,2223639,856768,0,awareness,video 15s,youtube
48047.82,12513152,8028,,,,,0,0,0,awareness,bumper,youtube
48037.28,38255825,24801,,5280,171,1314,,,0,awareness,estatico,meta
47914.03,4148022,3005,,,,,2379682,1367841,0,awareness,video 15s,youtube
47894.92,4775165,74328,,8172,103,409,,,0,awareness,display,meta
47859.05,4887103,10475,,,,,2325840,628675,0,consideracao,video,youtube
47831.3,18136851,24064,,4956,123,153,852128,397215,0,awareness,video 6s,meta
47727.1,38422036,50933,,5144,77,140,1449466,632375,0,awareness,video 6s,meta
47721.86,5159710,42686,,12958,128,373,2076512,1087882,0,consideracao,video 15s,meta
47719.94,2255061,234399,,29,,,1055628,557736,0,consideracao,video 10s,meta
47651.81,22510830,70468,1730,18,,9,18248496,2312600,0,awareness,texto,twitter
47617.87,27505086,286660,,,,,731532,225970,0,awareness,video 15s,youtube
47616.32,22193269,72108,1711,12,,10,17860577,901619,0,awareness,texto,twitter
47608.42,6483179,11900,,,,,2292848,825655,0,consideracao,video 12s,youtube
47604.94,9271558,18124,,,517,,,,0,awareness,display,pinterest
47551.3,2109919,43758,,,,,1705401,1548896,0,awareness,video 15s,meta
47531.32,16059574,127238,606,76395,,355,6738339,468851,1,awareness,video 29s,tiktok
47498.84,21465519,147991,0,0,,0,0,0,0,conversao,múltiplo,tiktok
47486.23,2145919,31041,,11612,681,982,194143,95586,0,conversao,video 6s,meta
47410.41,19010609,34035,,3739,133,193,964774,402189,0,awareness,video 6s,meta
47334.17,17045748,36839,84,8920,,146,1060685,85387,0,awareness,video 15s,tiktok
47237.91,11610530,71075,,23311,350,174,1605921,762419,0,awareness,estatico,meta
47225.25,17193174,118321,2550,111742,7516,5960,3030350,601527,0,awareness,video 30s,meta
46846.88,26051778,47300,,3613,57,77,1223749,218923,0,awareness,display,meta
46833.13,19641559,159537,0,0,,0,3503371,3430641,0,conversao,video,tiktok
46800.57,19105774,49793,,4926,86,56,1174321,441472,0,awareness,video 6s,meta
46800.13,9197202,174835,,,,,0,0,0,awareness,video 15s,youtube
46766.16,19338066,190903,0,0,,0,0,0,0,awareness,múltiplo,tiktok
46450.38,34559252,27346,,14458,717,1775,,,0,awareness,display,meta
46395.89,38474472,48633,,30522,825,3238,2635787,271383,0,awareness,video 15s,meta
46386.97,13866705,26839,1427,17,,22,,,0,awareness,display,twitter
46245.52,17205506,7631,,27888,1,760,1180942,39167,0,awareness,video 30s,meta
46195.33,9808393,30689,,2066,18,126,454551,189282,0,awareness,video 6s,meta
46154.64,26055613,39332,,2639,227,118,,,0,awareness,display,meta
46152.58,16391927,18847,,,,,0,0,0,awareness,bumper,youtube
45790.36,17353648,28348,122,28015,,206,2371677,58901,0,awareness,video,tiktok
45573.93,2896366,2226,,88,4,7,1842504,1555441,0,consideracao,video 15s,meta
45450.4,14016030,35109,2410,15,,1,12734266,1058092,0,awareness,display,twitter
45419.99,1819923,5156,,2217,87,276,136123,31329,0,awareness,video,meta
45407.13,9632001,32802,,,,,0,0,0,consideracao,bumper,youtube
45379.66,5509479,27951,,1770,97,79,21641,8852,0,conversao,display,meta
45301.04,3625571,58534,,11063,468,559,,,0,awareness,estatico,meta
45224.75,7442779,65128,,1482,33,39,460654,126650,0,consideracao,video 15s,meta
45203.79,9119354,67163,,3170,37,51,515847,118078,0,consideracao,video 15s,meta
45191.59,20272030,29806,1139,22910,791,4973,1406103,782067,0,awareness,video 6s,meta
45091.32,26873050,23175,,9178,261,989,,,0,awareness,estatico,meta
44957.6,8810372,32620,,7617,202,97,687732,155368,1,awareness,video,meta
44919.05,65595948,283547,0,0,,0,0,0,0,conversao,video 60s,tiktok
44902.48,19439966,3939840,,0,,0,0,0,0,consideracao,display,tiktok
44879.35,30106838,40524,,13824,89,96,1450271,646837,1,awareness,video 6s,meta
44704.51,6331040,86582,,6545,402,505,402580,103360,0,conversao,video 15s,meta
44592.38,26050038,31098,,5028,118,1458,,,0,awareness,estatico,meta
44476.4,23525294,27846,,,,86,575809,2658,0,awareness,stories,meta
44434.6,4764605,21598,,2512,144,102,,,0,conversao,display,meta
44430.04,25665217,28991,,1366,112,43,1413504,979002,0,awareness,display,meta
44420.53,11314242,8716581,,,,,207593,193705,0,awareness,video,youtube
44364.06,26715551,46548,,5539,109,36,1509721,65333,0,awareness,video 25s,meta
44342.67,10432888,5137,,,210,,2665613,620787,0,awareness,video 6s,pinterest
44324.85,2270602,27718,,2917,39,131,320372,,0,awareness,video,meta
44178.98,30052259,4306,,375,33,282,1689973,1213465,0,awareness,video,meta
44143.09,20356198,32038,3075,16,,9,1,1,0,awareness,texto,twitter
44127.99,30202881,52362,,5616,59,114,1487828,680975,0,awareness,video 6s,meta
44054.41,17407098,39580,,1691,7,276,542853,224913,0,consideracao,video 6s,meta
44003.22,35083991,24382,441,129850,22,5354,1762696,129456,0,awareness,video 30s,meta
44000,8480094,16349,,2051,69,257,310130,155588,0,awareness,gif,meta
43987.9,13782285,78996,,5020,861,93,3155089,570595,0,awareness,video 10s,meta
43893.39,21455882,39385,,4506,84,31,1476560,42175,0,awareness,video 30s,meta
43864.52,13435569,35313,,4137,124,69,798402,93128,0,awareness,video 15s,meta
43858,8923143,8216,,,,,8603618,8306793,0,awareness,video 6s,youtube
43744.84,3622330,5680,,,,,1854374,954261,0,awareness,video 30s,youtube
43376.8,16769103,10414,210,128256,9,862,4378542,132488,1,awareness,video 45s,meta
43351.31,5342824,24244,,532,22,127,2014439,172018,0,awareness,video 30s,meta
42921.41,10981248,65057,,23773,35,87,890437,54156,0,awareness,video 10s,meta
42751.51,19898662,16264,,2322,131,33,961653,385309,0,awareness,video,meta
42742.55,21183413,24357,,3452,100,50,809491,330632,0,awareness,video 6s,meta
42729.29,16134501,16580,57,16337,,185,1660792,73182,0,awareness,video,tiktok
42707.45,7317652,57491,513,6941,713,665,,,0,conversao,display,meta
42706.04,3812905,17412,,2391,209,151,1536763,1174225,0,awareness,video 15s,meta
42639.78,3815683,2531,,,,,2063889,1111198,0,awareness,video 15s,youtube
42631.55,13668452,41510,,9922,476,422,820008,41761,0,awareness,video 30s,meta
42508.31,13077747,39822,2764,21,,3,12200009,1801319,0,awareness,display,twitter
42452.8,11771753,5046,,,,,0,0,0,awareness,video 6s,youtube
42416.59,6906080,42915,,,,,2912905,644043,0,awareness,video 60s,youtube
42342.77,33254281,34790,,5510,154,80,1440650,41092,0,awareness,video 30s,meta
42290.93,20996658,31092,,3840,30,85,975183,192877,0,awareness,video 10s,meta
42287.74,24706911,57397,,,,,1055348,355049,0,awareness,video 6s,youtube
42273.93,18195069,15571,,,,,4029307,1667830,0,awareness,video 15s,youtube
42169.5,2811153,8161,8,2295,,17,199518,11358,0,awareness,video,tiktok
42158.38,27341065,63208,927,49434,507,668,,,0,awareness,display,meta
42150.33,2809894,8228,9,2400,,12,206077,16901,0,awareness,video,tiktok
42065.74,7543024,5965,,,,,3681498,1774482,0,awareness,video 15s,youtube
41821.93,14917455,48535,1690,22,,17,,,0,awareness,carrossel,twitter
41733.17,10168734,34105,1472,27,,11,8174864,585280,1,awareness,video,twitter
41627.45,27843626,25542,,3454,90,797,,,0,awareness,estatico,meta
41496.88,10178481,35654,1339,21,,4,8062939,1204793,1,awareness,video,twitter
41491.76,5804753,5516,,,,,2202896,830051,0,consideracao,video 30s,youtube
41486.62,21256113,105962,404,5062,505,4447,,,0,consideracao,display,meta
41412.06,36101355,22626,515,92544,102,7668,1943874,163267,0,awareness,video 30s,meta
41359.81,12060207,24975,,7678,206,76,843052,208203,0,awareness,video 6s,meta
41305.66,19878936,9288,61,18939,,620,757194,153281,0,awareness,video reels,meta
41259.63,26683564,47362,,7050,80,292,766445,150468,0,awareness,video 15s,meta
41253.47,7445175,67464,,7906,4,2955,1406827,159799,1,consideracao,video 7s,meta
41208.33,20037597,37760,,1921,51,30,1075096,41196,1,awareness,video,meta
41176.03,7550460,6668,317,6670,477,717,3480120,3020635,0,awareness,video,meta
41076.79,16355943,117704,0,56539,,219,4789137,622507,0,awareness,video 6s,tiktok
41058.32,27212445,42042,129,14093,,45,1418486,107452,0,awareness,video,tiktok
41052.03,20666948,13811,,2027,56,94,1721083,837551,0,awareness,video 15s,meta
41021.94,13191720,57332,11142,134,,16,11177774,2721637,0,awareness,video 6s,twitter
